# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.224146967486453130e-01 -2.310909938812255859e+01 4.432349114040860627e+01
-7.000000000000000666e-02 8.324146967486452109e-01 -2.331106591224670410e+01 3.014311016394634635e+01
-5.999999999999999778e-02 8.424146967486453308e-01 -2.341058611869812012e+01 5.844888443461877081e+00
-5.000000000000000278e-02 8.524146967486453397e-01 -2.342683672904968262e+01 1.702363864442085761e-01
-4.000000000000000083e-02 8.624146967486453486e-01 -2.343399548530578613e+01 1.877870809404371233e+00
-2.999999999999999889e-02 8.724146967486452464e-01 -2.344700527191162109e+01 2.302687810479088437e+00
-2.000000000000000042e-02 8.824146967486452553e-01 -2.345831775665283203e+01 1.581644431510166093e+00
-1.000000000000000021e-02 8.924146967486452642e-01 -2.346453332901000977e+01 6.585650824049200658e-01
0.000000000000000000e+00 9.024146967486452731e-01 -2.346633005142211914e+01 1.046548124038904938e-02
1.000000000000000021e-02 9.124146967486452819e-01 -2.346522188186645508e+01 -4.252158669002227831e-01
2.000000000000000042e-02 9.224146967486452908e-01 -2.346203899383544922e+01 -7.779354876659826390e-01
2.999999999999999889e-02 9.324146967486452997e-01 -2.345707798004150391e+01 -1.104283579864247855e+00
4.000000000000000083e-02 9.424146967486453086e-01 -2.345046448707580566e+01 -1.412101521697666007e+00
5.000000000000000278e-02 9.524146967486453175e-01 -2.344231510162353516e+01 -1.696726370955896623e+00
5.999999999999999778e-02 9.624146967486453264e-01 -2.343276524543762207e+01 -1.955182788413160511e+00
7.000000000000000666e-02 9.724146967486453352e-01 -2.342195820808410645e+01 -2.187448347929197734e+00
8.000000000000000167e-02 9.824146967486452331e-01 -2.341003298759460449e+01 -2.395157691120104460e+00
